diff_size,files_changed,hour_of_day,day_of_week,recent_failure_rate,test_pass_rate,is_hotfix,deployer_exp,days_since_deploy,build_time_delta,label,label_source,sample_weight
927,9,14,6,0.388,0.717,0,20,1.1,0.237,1,synthetic,1.0
64,1,9,1,0.309,0.559,0,115,3.8,0.673,1,synthetic,1.0
218,10,17,1,0.171,0.864,0,22,0.8,0.16,0,synthetic,1.0
77,1,9,3,0.03,0.828,0,35,0.6,-0.372,0,synthetic,1.0
98,13,17,4,0.104,0.78,0,102,4.0,-0.014,0,synthetic,1.0
148,28,9,2,0.128,0.825,0,29,3.9,-0.297,0,synthetic,1.0
310,2,11,4,0.335,0.857,0,11,0.7,0.117,1,synthetic,1.0
621,1,0,4,0.524,0.961,0,19,1.7,0.523,1,synthetic,1.0
219,8,2,2,0.132,0.693,0,18,0.3,-0.257,0,synthetic,1.0
81,1,11,1,0.295,0.804,0,50,5.0,0.279,0,synthetic,1.0
82,12,9,6,0.213,0.915,1,14,17.5,-0.186,1,synthetic,1.0
200,1,16,3,0.146,0.863,0,52,5.4,-0.465,0,synthetic,1.0
40,1,14,3,0.396,0.629,0,88,7.4,0.48,1,synthetic,1.0
17,23,9,1,0.46,0.761,0,16,2.6,0.07,0,synthetic,1.0
65,6,9,5,0.303,0.734,0,5,0.4,0.147,1,synthetic,1.0
50,11,9,2,0.373,0.912,0,40,5.2,0.259,0,synthetic,1.0
52,2,14,3,0.297,0.967,0,17,1.2,-0.51,0,synthetic,1.0
39,6,16,3,0.253,0.819,0,30,2.0,-0.08,0,synthetic,1.0
6,5,13,2,0.493,0.917,0,40,4.9,-0.493,0,synthetic,1.0
2,5,20,2,0.114,0.855,0,20,9.4,-0.157,0,synthetic,1.0
659,6,11,1,0.121,0.737,0,103,2.7,0.345,0,synthetic,1.0
83,5,14,4,0.029,0.992,0,20,13.0,0.135,0,synthetic,1.0
72,3,12,4,0.332,0.989,0,14,2.9,-0.185,0,synthetic,1.0
170,1,16,4,0.371,0.598,0,86,0.5,0.007,1,synthetic,1.0
36,8,15,4,0.273,0.651,0,5,2.9,-0.044,1,synthetic,1.0
449,1,12,4,0.321,0.892,0,5,7.9,0.093,1,synthetic,1.0
231,7,10,0,0.15,0.869,0,109,3.1,-0.188,0,synthetic,1.0
14,1,8,2,0.2,0.7,0,9,5.5,-0.037,0,synthetic,1.0
81,5,5,0,0.222,0.721,0,6,3.2,0.045,1,synthetic,1.0
316,8,14,1,0.121,0.811,0,30,3.2,0.128,0,synthetic,1.0
434,1,13,4,0.125,0.805,0,1,1.3,0.066,1,synthetic,1.0
94,1,11,1,0.297,0.885,0,38,0.9,-0.491,0,synthetic,1.0
142,1,13,1,0.14,0.783,0,24,1.3,-0.378,0,synthetic,1.0
27,5,11,2,0.354,0.797,0,40,2.3,0.187,0,synthetic,1.0
709,11,10,4,0.494,0.794,0,13,6.6,-0.076,1,synthetic,1.0
39,1,11,4,0.217,0.634,0,94,7.1,-0.133,1,synthetic,1.0
429,7,9,4,0.27,0.954,0,12,0.7,-0.075,1,synthetic,1.0
157,2,17,4,0.08,0.785,0,40,3.2,-0.076,0,synthetic,1.0
140,3,11,0,0.112,0.88,1,116,2.2,-0.53,1,synthetic,1.0
107,15,17,4,0.088,0.924,0,20,3.4,0.519,0,synthetic,1.0
39,2,13,1,0.293,0.551,0,7,4.2,-0.034,1,synthetic,1.0
29,3,3,5,0.379,0.773,0,2,1.3,0.004,1,synthetic,1.0
37,1,12,4,0.145,0.85,0,131,10.1,0.024,0,synthetic,1.0
30,1,2,0,0.446,0.86,0,57,11.0,0.289,0,synthetic,1.0
226,1,17,4,0.496,0.951,0,100,0.4,0.205,1,synthetic,1.0
64,1,12,2,0.239,0.895,0,48,4.9,-0.022,0,synthetic,1.0
8,5,21,0,0.29,0.952,0,16,0.1,-0.262,0,synthetic,1.0
521,3,21,1,0.25,0.868,0,5,0.2,0.371,1,synthetic,1.0
322,4,16,5,0.277,0.618,0,105,12.7,0.017,1,synthetic,1.0
394,1,14,1,0.039,0.692,0,26,4.7,0.178,0,synthetic,1.0
792,2,16,0,0.236,0.906,0,20,1.6,-0.325,1,synthetic,1.0
28,6,10,2,0.019,0.73,0,34,4.4,0.195,0,synthetic,1.0
75,20,3,4,0.431,0.876,0,4,7.5,-0.428,1,synthetic,1.0
212,1,14,4,0.422,0.724,0,14,8.2,-0.119,1,synthetic,1.0
178,13,17,4,0.218,0.564,0,40,0.1,0.04,1,synthetic,1.0
25,5,14,1,0.53,0.88,0,4,6.8,0.521,0,synthetic,1.0
253,4,12,4,0.601,0.902,0,5,7.7,0.198,1,synthetic,1.0
38,4,14,1,0.205,0.923,0,28,3.6,0.431,0,synthetic,1.0
38,1,0,6,0.393,0.946,0,39,2.6,0.138,0,synthetic,1.0
115,1,14,3,0.509,0.759,0,8,0.5,-0.333,0,synthetic,1.0
134,5,14,3,0.175,0.581,0,1,1.1,-0.331,1,synthetic,1.0
130,2,9,6,0.081,0.884,0,127,2.7,0.228,0,synthetic,1.0
14,14,16,3,0.293,0.773,0,1,8.0,-0.301,1,synthetic,1.0
314,3,15,3,0.306,0.945,0,1,6.5,-0.463,0,synthetic,1.0
46,1,16,0,0.303,0.798,0,15,2.7,-0.293,0,synthetic,1.0
20,7,14,2,0.184,0.734,0,10,6.2,0.08,0,synthetic,1.0
329,2,9,1,0.206,0.877,0,34,5.8,-0.238,0,synthetic,1.0
467,4,9,5,0.05,0.666,0,89,3.5,0.377,1,synthetic,1.0
297,7,4,1,0.273,0.725,0,26,1.0,0.128,1,synthetic,1.0
248,13,9,1,0.538,0.702,0,59,1.7,0.057,1,synthetic,1.0
159,9,18,3,0.364,0.628,0,95,0.7,0.116,1,synthetic,1.0
120,6,12,4,0.071,0.822,0,8,0.0,0.181,0,synthetic,1.0
13,6,8,2,0.155,0.73,0,26,0.3,0.185,0,synthetic,1.0
78,17,11,4,0.18,0.637,0,41,5.7,-0.245,0,synthetic,1.0
69,2,0,2,0.437,0.754,0,16,0.1,0.378,1,synthetic,1.0
45,1,14,3,0.626,0.793,0,53,2.0,0.188,0,synthetic,1.0
192,1,9,3,0.109,0.694,0,48,17.0,-0.118,0,synthetic,1.0
102,1,14,3,0.347,0.681,1,21,6.3,0.232,1,synthetic,1.0
12,6,12,1,0.385,0.703,0,3,5.6,-0.4,1,synthetic,1.0
37,6,15,0,0.047,0.933,0,1,1.3,0.257,0,synthetic,1.0
172,5,3,3,0.149,0.775,0,18,4.1,0.086,0,synthetic,1.0
11,1,11,4,0.5,0.795,0,3,2.8,-0.643,1,synthetic,1.0
285,7,11,1,0.03,0.799,1,60,3.9,0.599,0,synthetic,1.0
102,2,16,1,0.103,0.904,0,16,2.3,-0.392,0,synthetic,1.0
98,6,7,3,0.614,0.797,0,43,3.0,0.172,0,synthetic,1.0
134,4,15,5,0.315,0.89,0,17,17.8,0.424,1,synthetic,1.0
261,2,9,2,0.149,0.521,0,63,1.6,-0.784,0,synthetic,1.0
64,1,0,0,0.192,0.931,0,87,1.0,0.07,0,synthetic,1.0
169,1,12,0,0.368,0.888,0,72,2.4,0.266,0,synthetic,1.0
125,10,10,1,0.487,0.785,0,26,3.0,0.335,0,synthetic,1.0
46,15,12,2,0.477,0.637,0,3,0.4,0.365,0,synthetic,1.0
316,6,9,1,0.09,0.662,0,18,6.6,0.278,0,synthetic,1.0
239,1,10,4,0.256,0.943,0,22,2.2,-0.101,1,synthetic,1.0
161,3,11,1,0.161,0.566,0,129,2.1,0.138,0,synthetic,1.0
285,7,13,2,0.144,0.936,0,33,4.3,0.603,0,synthetic,1.0
302,9,16,4,0.251,0.87,0,40,5.9,0.379,1,synthetic,1.0
184,1,15,0,0.358,0.746,0,60,17.1,-0.2,1,synthetic,1.0
272,1,17,3,0.124,0.985,0,33,0.8,0.32,0,synthetic,1.0
179,7,14,5,0.134,0.742,0,36,1.7,0.407,0,synthetic,1.0
170,2,22,2,0.229,0.954,0,11,0.7,-0.264,0,synthetic,1.0
144,1,9,0,0.514,0.821,0,2,8.5,-0.006,0,synthetic,1.0
209,1,15,5,0.304,0.68,1,51,3.2,-0.086,1,synthetic,1.0
25,4,13,1,0.116,0.759,0,75,7.7,0.277,0,synthetic,1.0
319,11,16,5,0.499,0.696,0,21,16.9,-0.123,1,synthetic,1.0
308,18,11,6,0.234,0.874,0,31,3.2,-0.189,0,synthetic,1.0
4,5,9,4,0.268,0.752,0,14,0.5,0.327,0,synthetic,1.0
262,4,3,0,0.297,0.76,0,23,1.8,-0.362,1,synthetic,1.0
20,1,14,0,0.147,0.567,0,9,0.1,0.056,0,synthetic,1.0
61,4,11,0,0.115,0.97,0,57,7.6,-0.219,0,synthetic,1.0
204,2,13,0,0.029,0.929,0,27,0.1,0.327,0,synthetic,1.0
26,5,14,4,0.022,0.742,0,31,3.6,-0.183,0,synthetic,1.0
255,2,16,3,0.373,0.791,0,1,0.4,0.011,1,synthetic,1.0
267,1,15,4,0.211,0.739,0,38,0.0,-0.717,1,synthetic,1.0
106,1,14,2,0.004,0.802,0,9,1.2,0.001,0,synthetic,1.0
1,2,12,0,0.622,0.467,0,19,3.2,-0.053,1,synthetic,1.0
50,1,10,0,0.377,0.871,0,21,0.3,0.021,0,synthetic,1.0
143,1,17,3,0.203,0.849,1,23,3.8,0.391,1,synthetic,1.0
595,26,18,1,0.582,0.851,0,10,4.5,0.179,1,synthetic,1.0
149,3,18,0,0.364,0.834,0,75,14.0,0.119,1,synthetic,1.0
45,4,13,2,0.241,0.773,1,22,9.2,-0.222,1,synthetic,1.0
150,12,12,1,0.061,0.612,0,37,3.3,0.641,0,synthetic,1.0
116,32,12,2,0.228,0.791,0,38,6.3,-0.551,0,synthetic,1.0
227,5,16,0,0.248,0.923,1,37,1.8,-0.359,1,synthetic,1.0
16,10,10,2,0.165,0.918,1,32,3.5,-0.229,0,synthetic,1.0
214,2,17,6,0.288,0.537,0,69,2.1,0.057,1,synthetic,1.0
116,2,22,5,0.42,0.87,0,66,1.6,0.013,1,synthetic,1.0
494,3,15,6,0.227,0.722,0,21,5.2,-0.226,1,synthetic,1.0
62,6,20,2,0.064,0.722,0,40,1.4,0.053,0,synthetic,1.0
150,6,14,3,0.128,0.815,0,4,1.9,0.347,0,synthetic,1.0
403,2,15,1,0.644,0.822,0,3,1.8,0.017,1,synthetic,1.0
16,1,14,5,0.049,0.74,0,26,8.2,-0.378,0,synthetic,1.0
415,6,15,2,0.277,0.546,0,92,0.7,-0.031,1,synthetic,1.0
174,1,14,2,0.222,0.938,0,41,1.9,-0.245,0,synthetic,1.0
10,5,9,3,0.367,0.712,0,44,8.8,-0.419,0,synthetic,1.0
53,7,13,0,0.251,0.902,0,6,0.1,0.012,0,synthetic,1.0
184,7,17,0,0.225,0.867,0,24,11.8,-0.271,1,synthetic,1.0
10,8,15,4,0.46,0.904,0,20,9.2,-0.099,0,synthetic,1.0
130,12,13,0,0.36,0.802,0,61,2.2,0.127,0,synthetic,1.0
63,4,10,1,0.246,0.819,0,5,4.2,0.096,0,synthetic,1.0
145,7,14,1,0.279,0.557,0,30,18.9,0.361,1,synthetic,1.0
7,5,12,5,0.546,0.818,0,96,3.2,-0.516,0,synthetic,1.0
307,1,11,4,0.267,0.614,0,89,0.4,-0.061,1,synthetic,1.0
544,1,14,1,0.477,0.879,0,76,7.7,0.304,1,synthetic,1.0
520,2,17,5,0.485,0.761,0,18,0.6,-0.504,1,synthetic,1.0
207,3,3,4,0.13,0.829,0,113,1.2,-0.051,1,synthetic,1.0
20,5,0,1,0.127,0.909,0,65,8.3,0.06,0,synthetic,1.0
212,11,12,2,0.327,0.821,0,76,1.2,-0.329,0,synthetic,1.0
3,1,9,3,0.501,0.857,0,107,5.5,-0.203,0,synthetic,1.0
3,1,12,2,0.163,0.793,0,110,2.4,-0.357,0,synthetic,1.0
58,19,10,6,0.354,0.8,0,10,5.7,0.084,1,synthetic,1.0
100,1,17,0,0.361,0.766,0,5,1.1,-0.75,1,synthetic,1.0
220,3,9,3,0.027,0.921,0,46,2.2,-0.23,0,synthetic,1.0
172,5,12,1,0.384,0.586,0,33,1.5,-0.216,1,synthetic,1.0
88,4,16,4,0.169,0.878,0,15,1.1,0.272,0,synthetic,1.0
47,1,14,2,0.272,0.546,0,46,1.5,-0.469,1,synthetic,1.0
877,1,14,2,0.052,0.821,0,2,1.6,0.389,0,synthetic,1.0
83,1,9,6,0.173,0.768,0,1,12.4,0.224,0,synthetic,1.0
90,5,16,2,0.252,0.563,0,17,3.0,0.314,1,synthetic,1.0
26,4,10,0,0.3,0.571,0,8,2.5,-0.128,1,synthetic,1.0
237,1,17,0,0.198,0.779,0,50,2.8,-0.126,0,synthetic,1.0
177,6,17,4,0.238,0.815,0,118,22.2,-0.236,1,synthetic,1.0
37,10,17,0,0.358,0.757,0,43,4.2,0.174,0,synthetic,1.0
12,1,16,2,0.293,0.794,0,42,4.9,-0.105,1,synthetic,1.0
171,4,17,0,0.105,0.639,0,1,1.5,-0.242,1,synthetic,1.0
159,7,12,0,0.087,0.876,0,28,2.6,-0.106,0,synthetic,1.0
47,1,17,0,0.449,0.901,0,67,0.8,0.111,0,synthetic,1.0
451,2,14,6,0.376,0.948,0,42,4.6,-0.379,1,synthetic,1.0
24,5,8,4,0.332,0.817,0,10,1.7,-0.285,0,synthetic,1.0
84,13,13,4,0.263,0.872,0,75,5.5,0.405,1,synthetic,1.0
431,9,17,4,0.178,0.876,0,133,1.0,-0.272,1,synthetic,1.0
81,5,13,3,0.151,0.961,0,13,2.1,0.434,0,synthetic,1.0
152,7,14,4,0.363,0.59,0,9,2.5,-0.158,1,synthetic,1.0
76,2,5,5,0.14,0.611,1,16,0.7,-0.407,1,synthetic,1.0
48,6,11,2,0.297,0.885,0,2,0.3,0.411,0,synthetic,1.0
620,3,13,0,0.358,0.642,0,82,1.5,0.524,1,synthetic,1.0
78,1,12,1,0.109,0.586,0,105,3.1,-0.174,1,synthetic,1.0
336,7,3,3,0.225,0.884,0,40,4.2,0.328,1,synthetic,1.0
39,4,9,4,0.362,0.901,0,57,2.2,0.031,0,synthetic,1.0
35,2,0,5,0.244,0.914,0,44,2.8,0.047,0,synthetic,1.0
4,14,9,3,0.048,0.877,0,18,3.1,0.094,0,synthetic,1.0
158,1,11,4,0.536,0.792,0,39,2.9,0.006,1,synthetic,1.0
68,2,9,4,0.266,0.642,0,72,0.4,0.031,1,synthetic,1.0
299,1,15,2,0.13,0.735,0,66,2.1,0.002,1,synthetic,1.0
96,8,14,0,0.539,0.889,0,3,0.9,-0.173,0,synthetic,1.0
517,7,14,0,0.089,0.627,0,24,3.1,-0.212,0,synthetic,1.0
30,2,11,4,0.356,0.786,0,20,5.7,-0.345,0,synthetic,1.0
304,6,16,3,0.294,0.794,0,55,3.5,-0.566,1,synthetic,1.0
224,3,9,4,0.169,0.846,0,27,1.0,-0.027,0,synthetic,1.0
221,8,11,2,0.089,0.898,0,17,0.9,-0.253,0,synthetic,1.0
279,3,14,1,0.453,0.811,0,49,0.2,-0.491,0,synthetic,1.0
214,3,17,1,0.216,0.828,0,25,2.2,-0.247,1,synthetic,1.0
147,16,10,1,0.423,0.848,0,11,2.3,-0.159,0,synthetic,1.0
21,1,15,0,0.033,0.716,0,88,1.1,-0.165,0,synthetic,1.0
4,1,22,0,0.452,0.89,0,4,5.8,0.418,1,synthetic,1.0
380,5,16,4,0.482,0.769,0,1,2.0,-0.179,1,synthetic,1.0
143,20,16,4,0.343,0.722,1,6,4.4,0.434,1,synthetic,1.0
238,2,11,3,0.175,0.586,0,7,4.1,-0.225,1,synthetic,1.0
98,1,9,2,0.219,0.568,0,30,3.7,0.145,1,synthetic,1.0
18,2,6,1,0.297,0.901,0,39,9.5,-0.3,0,synthetic,1.0
20,4,17,0,0.251,0.896,0,23,0.1,0.515,0,synthetic,1.0
173,1,19,0,0.186,0.879,1,9,0.3,0.368,1,synthetic,1.0
84,6,17,4,0.477,0.631,0,5,5.1,0.225,1,synthetic,1.0
33,36,2,5,0.137,0.627,0,27,1.7,0.593,0,synthetic,1.0
101,3,17,1,0.492,0.724,0,33,17.2,0.261,1,synthetic,1.0
9,2,10,1,0.191,0.851,0,14,1.0,0.132,0,synthetic,1.0
130,3,16,6,0.302,0.904,0,9,0.8,-0.407,1,synthetic,1.0
46,1,18,4,0.435,0.914,0,3,3.5,-0.707,1,synthetic,1.0
239,12,4,4,0.131,0.883,0,1,1.3,-0.388,1,synthetic,1.0
55,3,9,6,0.156,0.787,0,4,1.7,-0.506,0,synthetic,1.0
91,2,12,0,0.22,0.816,0,54,10.2,-0.24,0,synthetic,1.0
1,6,11,4,0.287,0.806,0,16,0.1,0.328,0,synthetic,1.0
11,3,11,6,0.601,0.751,0,1,3.0,-0.32,1,synthetic,1.0
74,6,12,3,0.049,0.724,1,28,1.6,-0.139,0,synthetic,1.0
98,1,15,4,0.182,0.885,0,30,1.7,0.017,0,synthetic,1.0
137,10,16,0,0.247,0.735,0,22,1.1,0.028,1,synthetic,1.0
51,16,14,2,0.367,0.908,0,4,0.6,-0.178,0,synthetic,1.0
178,6,22,6,0.24,0.899,0,56,0.1,0.357,0,synthetic,1.0
295,18,10,2,0.096,0.966,0,46,17.6,0.007,0,synthetic,1.0
227,1,3,6,0.244,0.726,0,20,4.3,0.051,1,synthetic,1.0
6,3,18,6,0.13,0.749,0,19,6.0,0.743,1,synthetic,1.0
98,5,12,4,0.433,0.744,0,6,0.3,0.521,1,synthetic,1.0
16,5,21,6,0.616,0.863,0,56,0.1,0.006,0,synthetic,1.0
41,3,12,4,0.278,0.669,0,36,3.7,0.164,1,synthetic,1.0
647,2,10,6,0.084,0.941,0,3,5.1,-0.277,0,synthetic,1.0
23,1,16,4,0.121,0.663,0,18,2.0,-0.627,0,synthetic,1.0
103,2,14,4,0.193,0.637,0,93,2.0,0.204,0,synthetic,1.0
144,1,10,4,0.509,0.571,0,24,1.9,-0.317,1,synthetic,1.0
181,7,16,3,0.122,0.954,0,15,0.7,0.169,0,synthetic,1.0
123,1,11,0,0.1,0.688,0,41,5.6,0.644,0,synthetic,1.0
1,1,13,1,0.046,0.697,0,9,1.0,-0.563,0,synthetic,1.0
59,4,13,4,0.299,0.917,0,29,1.6,-0.684,1,synthetic,1.0
109,5,9,5,0.082,0.758,0,44,4.4,-0.276,0,synthetic,1.0
13,12,12,2,0.098,0.788,0,77,0.0,0.243,0,synthetic,1.0
64,5,11,4,0.481,0.852,0,47,5.8,0.375,1,synthetic,1.0
5,2,11,1,0.305,0.963,0,19,9.2,0.243,0,synthetic,1.0
12,9,15,2,0.332,0.76,0,58,0.2,0.086,0,synthetic,1.0
75,4,10,4,0.144,0.777,0,91,3.6,0.005,0,synthetic,1.0
21,1,12,4,0.515,0.544,0,25,2.1,0.037,1,synthetic,1.0
125,5,10,0,0.441,0.822,0,1,0.3,0.355,0,synthetic,1.0
175,14,23,2,0.268,0.52,0,85,4.6,-0.193,1,synthetic,1.0
241,3,17,1,0.121,0.872,0,7,3.8,0.012,0,synthetic,1.0
33,2,14,1,0.532,0.718,0,5,4.1,-0.346,1,synthetic,1.0
27,1,17,4,0.097,0.775,0,14,6.7,0.108,0,synthetic,1.0
16,1,16,1,0.278,0.868,0,19,1.4,0.005,0,synthetic,1.0
151,3,12,0,0.065,0.919,0,64,4.5,0.776,0,synthetic,1.0
183,5,9,4,0.596,0.923,0,19,5.4,-0.443,0,synthetic,1.0
4,1,15,0,0.236,0.513,0,2,0.7,0.281,1,synthetic,1.0
412,16,10,1,0.092,0.565,0,40,12.6,-0.154,0,synthetic,1.0
8,8,17,6,0.065,0.919,0,44,1.7,0.247,0,synthetic,1.0
116,5,4,4,0.451,0.763,0,67,5.0,0.225,1,synthetic,1.0
185,10,12,3,0.165,0.787,0,20,5.6,-0.087,0,synthetic,1.0
307,1,16,2,0.026,0.683,0,3,2.8,-0.309,1,synthetic,1.0
187,3,9,4,0.218,0.865,0,32,0.6,-0.317,1,synthetic,1.0
242,5,16,4,0.748,0.868,0,5,1.3,0.032,1,synthetic,1.0
62,10,15,3,0.185,0.997,0,1,1.1,-0.217,0,synthetic,1.0
252,9,10,2,0.714,0.684,0,60,2.9,-0.069,1,synthetic,1.0
12,1,13,4,0.581,0.645,0,20,1.2,-0.372,1,synthetic,1.0
337,16,10,2,0.339,0.855,0,29,3.2,0.152,0,synthetic,1.0
118,1,17,6,0.147,0.8,0,43,1.4,-0.268,0,synthetic,1.0
254,12,13,6,0.362,0.815,0,20,0.0,-0.125,1,synthetic,1.0
90,21,16,4,0.215,0.592,0,2,1.8,0.395,1,synthetic,1.0
154,1,22,0,0.319,0.885,0,11,3.7,0.044,1,synthetic,1.0
112,7,14,3,0.129,0.869,0,8,5.9,0.227,0,synthetic,1.0
197,1,9,4,0.16,0.969,0,151,0.1,-0.287,0,synthetic,1.0
12,3,16,4,0.374,0.69,0,53,1.2,0.083,1,synthetic,1.0
9,4,17,4,0.306,0.745,0,24,16.9,0.129,1,synthetic,1.0
42,5,17,0,0.035,0.815,0,2,1.2,-0.29,0,synthetic,1.0
26,16,16,4,0.416,0.715,0,4,6.0,0.018,1,synthetic,1.0
308,6,13,0,0.242,0.907,0,67,2.8,-0.126,0,synthetic,1.0
37,3,20,6,0.128,0.809,1,116,0.5,0.082,1,synthetic,1.0
558,9,15,0,0.488,0.624,1,1,4.1,-0.397,1,synthetic,1.0
61,18,22,2,0.222,0.863,0,96,13.6,-0.315,0,synthetic,1.0
30,1,19,5,0.237,0.683,1,19,8.7,-0.418,1,synthetic,1.0
233,24,15,1,0.403,0.752,0,9,4.7,-0.345,0,synthetic,1.0
161,1,15,1,0.21,0.423,0,4,2.9,-0.188,1,synthetic,1.0
103,10,13,3,0.042,0.759,0,59,1.5,0.154,0,synthetic,1.0
121,1,6,3,0.121,0.714,0,25,1.8,0.028,0,synthetic,1.0
190,1,17,4,0.45,0.785,0,71,1.7,0.027,1,synthetic,1.0
38,3,14,5,0.097,0.85,0,10,10.2,-0.293,0,synthetic,1.0
841,6,16,4,0.34,0.793,1,45,0.9,-0.007,1,synthetic,1.0
552,2,14,1,0.312,0.78,0,5,1.9,0.377,1,synthetic,1.0
157,1,11,0,0.341,0.827,0,3,2.3,0.089,1,synthetic,1.0
33,5,14,4,0.249,0.834,0,5,2.1,0.243,0,synthetic,1.0
171,13,9,1,0.12,0.729,0,66,0.0,-0.152,0,synthetic,1.0
11,2,18,2,0.203,0.856,0,42,1.3,-0.144,0,synthetic,1.0
4,1,10,4,0.206,0.815,0,7,2.8,0.156,0,synthetic,1.0
44,3,17,2,0.527,0.863,1,19,5.7,-0.281,1,synthetic,1.0
93,1,13,0,0.407,0.875,1,57,3.4,-0.036,1,synthetic,1.0
304,10,11,4,0.121,0.634,0,13,1.9,0.056,1,synthetic,1.0
194,10,13,5,0.391,0.89,0,101,4.4,-0.117,0,synthetic,1.0
203,5,17,6,0.068,0.825,0,98,4.4,-0.253,0,synthetic,1.0
83,2,1,1,0.301,0.797,0,32,1.1,-0.195,0,synthetic,1.0
63,9,11,0,0.283,0.809,0,39,0.4,-0.413,0,synthetic,1.0
69,4,9,3,0.14,0.821,0,42,6.5,0.083,0,synthetic,1.0
659,10,13,3,0.066,0.662,0,11,3.0,0.25,0,synthetic,1.0
6,5,9,4,0.128,0.908,0,18,0.8,-0.151,0,synthetic,1.0
302,9,14,6,0.132,0.625,0,5,1.2,0.821,1,synthetic,1.0
129,5,15,4,0.133,0.928,0,103,5.8,-0.228,0,synthetic,1.0
86,3,9,4,0.379,0.567,0,51,4.2,-0.223,1,synthetic,1.0
193,19,12,2,0.037,0.776,0,1,11.6,0.231,0,synthetic,1.0
100,4,13,5,0.489,0.781,0,31,2.5,0.186,1,synthetic,1.0
310,5,13,2,0.119,0.9,0,16,0.2,0.201,0,synthetic,1.0
346,1,5,4,0.323,0.838,0,67,4.8,0.321,1,synthetic,1.0
82,5,10,0,0.373,0.765,0,16,1.2,-0.28,0,synthetic,1.0
48,5,11,6,0.477,0.848,0,41,1.6,0.112,0,synthetic,1.0
134,1,22,0,0.393,0.933,0,7,0.9,-0.42,0,synthetic,1.0
365,1,14,4,0.18,0.75,0,32,1.5,0.32,1,synthetic,1.0
35,5,17,2,0.144,0.847,0,13,7.1,0.299,0,synthetic,1.0
146,8,13,2,0.408,0.863,0,7,3.4,0.313,0,synthetic,1.0
149,4,15,4,0.437,0.795,0,38,0.5,-0.016,0,synthetic,1.0
198,1,17,4,0.277,0.821,0,40,3.5,0.308,1,synthetic,1.0
21,6,9,5,0.121,0.984,0,163,4.0,0.05,0,synthetic,1.0
188,1,16,3,0.223,0.838,0,44,8.6,0.415,1,synthetic,1.0
359,3,7,0,0.363,0.913,0,29,7.9,-0.093,0,synthetic,1.0
29,1,14,2,0.106,0.708,0,97,0.3,-0.097,0,synthetic,1.0
40,1,9,4,0.33,0.67,0,70,8.1,0.128,1,synthetic,1.0
533,1,12,3,0.17,0.822,0,31,0.2,-0.379,0,synthetic,1.0
29,2,10,2,0.157,0.942,0,28,0.7,-0.071,0,synthetic,1.0
289,1,15,4,0.24,0.819,0,113,0.5,-0.015,1,synthetic,1.0
101,3,13,0,0.476,0.722,0,38,0.8,-0.401,0,synthetic,1.0
42,4,11,0,0.379,0.741,0,50,6.5,0.03,0,synthetic,1.0
306,3,4,3,0.327,0.737,0,3,4.6,0.148,1,synthetic,1.0
88,2,15,2,0.764,0.886,0,50,4.6,0.251,0,synthetic,1.0
108,10,15,4,0.47,0.83,0,12,10.2,-0.449,0,synthetic,1.0
66,1,10,4,0.242,0.827,0,4,2.0,0.304,0,synthetic,1.0
134,4,7,6,0.22,0.706,0,75,0.0,-0.623,1,synthetic,1.0
26,1,17,6,0.413,0.871,0,47,4.1,-0.272,1,synthetic,1.0
74,1,5,4,0.329,0.897,0,20,8.1,0.612,1,synthetic,1.0
523,5,16,3,0.093,0.741,0,22,15.0,0.046,1,synthetic,1.0
44,5,20,2,0.144,0.88,0,8,1.8,-0.314,0,synthetic,1.0
160,12,15,5,0.092,0.93,0,1,6.9,-0.409,0,synthetic,1.0
58,4,1,0,0.122,0.82,0,17,7.6,-0.38,0,synthetic,1.0
222,19,10,4,0.168,0.806,1,6,0.6,-0.284,1,synthetic,1.0
21,1,16,5,0.24,0.878,0,21,4.0,0.292,1,synthetic,1.0
525,1,10,3,0.177,0.687,0,71,0.8,0.164,1,synthetic,1.0
90,1,11,3,0.18,0.77,0,4,2.4,0.32,0,synthetic,1.0
40,1,11,5,0.34,0.901,0,3,8.5,-0.318,0,synthetic,1.0
11,4,2,0,0.242,0.728,0,92,6.2,-0.598,1,synthetic,1.0
27,6,9,4,0.5,0.764,0,54,3.4,0.192,1,synthetic,1.0
110,1,9,2,0.387,0.719,0,2,6.6,-0.019,1,synthetic,1.0
61,17,15,5,0.348,0.871,0,3,0.7,-0.239,1,synthetic,1.0
264,11,9,4,0.418,0.859,0,46,0.9,0.299,1,synthetic,1.0
84,2,10,4,0.114,0.715,1,18,0.9,0.39,1,synthetic,1.0
42,1,15,1,0.371,0.743,1,51,6.0,0.517,1,synthetic,1.0
144,1,17,4,0.155,0.717,0,20,8.9,-0.309,1,synthetic,1.0
184,1,13,2,0.498,0.734,0,137,3.3,0.369,1,synthetic,1.0
27,1,11,1,0.279,0.879,0,47,12.7,0.117,0,synthetic,1.0
27,4,16,2,0.173,0.7,0,1,5.2,-0.187,1,synthetic,1.0
5,1,20,0,0.542,0.838,0,16,3.3,0.363,0,synthetic,1.0
199,2,12,4,0.359,0.951,0,33,3.8,-0.266,1,synthetic,1.0
163,27,18,6,0.217,0.834,0,6,7.6,-0.188,1,synthetic,1.0
96,6,16,1,0.564,0.831,0,1,0.4,0.271,1,synthetic,1.0
